id,yearMonth,sex,age
76e9e9fe-9d97-40ff-85ea-160d0040de8b,2001-02,Feminino,85-89 years
984ac4c1-4b9e-4ad1-a0fe-33f8d0a61dff,2001-02,Masculino,85-89 years
cf087d2c-fd3c-43ec-959b-0f43cb01c99c,2001-02,Feminino,90+ years
15b2cd3f-abec-42ef-8063-00cabce401e8,2001-02,Masculino,90+ years
6126df79-8ee1-4363-9cb9-15eadb2637a4,2001-02,Feminino,0-4 years
864e5f80-7144-4415-bb1a-ec39636f1222,2001-02,Masculino,0-4 years
3f2ccd72-b40d-43f2-8614-7d1c8c3e9aa7,2001-02,Feminino,10-14 years
7da39621-893a-4ffd-b603-94cc26826c6a,2001-02,Masculino,10-14 years
39219b60-2286-4887-aeb4-8dacd5275d3a,2001-02,Feminino,15-19 years
e162d88c-4b23-4f6b-a47d-b704f6918f83,2001-02,Masculino,15-19 years
cc1e6676-1392-4b96-9f09-284ea32d850f,2001-02,Feminino,20-24 years
ff8389e3-7dff-44d3-8a09-1b88e720aa6b,2001-02,Masculino,20-24 years
163abb06-60c3-4740-a82c-8788f4b595fe,2001-02,Feminino,25-29 years
658f85df-9bec-4202-8661-86393f3371a0,2001-02,Masculino,25-29 years
03af983b-59bc-46da-852c-34a992993d6f,2001-02,Feminino,30-34 years
0d177040-e375-4249-acd6-6c3993366f8d,2001-02,Masculino,30-34 years
6b5896de-1258-47d9-9c44-d029efc7a9e1,2001-02,Feminino,35-39 years
eb7960b3-5ae6-44ef-90c2-e807fbba7fff,2001-02,Masculino,35-39 years
d86157f6-d598-4236-9536-7bec4142796c,2001-02,Feminino,40-44 years
a1fe32e4-7786-445f-bcb9-f87f58ef6785,2001-02,Masculino,40-44 years
904023ab-c8a2-4b8c-bae3-d7fc8dd91016,2001-02,Feminino,45-49 years
59e547b3-874d-46df-afb4-f9ae66594957,2001-02,Masculino,45-49 years
2988dafc-0cea-48af-a201-ed55d4e0fe34,2001-02,Feminino,5-9 years
b4fff4fc-0e2a-4e6d-aa45-3cf32dd790ab,2001-02,Masculino,5-9 years
b46c3c6e-7462-4283-9cea-2c9af91b8b30,2001-02,Feminino,50-54 years
f15e6a15-cc69-4565-8fd4-28c6a3a7700c,2001-02,Masculino,50-54 years
ce5b77ac-663f-4f1f-8cfd-1762e98e168c,2001-02,Feminino,55-59 years
05a95053-c863-4ab3-9203-98894fa5d75b,2001-02,Masculino,55-59 years
f12c8be9-99ab-428c-90e1-adfe945a05e4,2001-02,Feminino,60-64 years
c8d11ded-8ceb-4e3e-80a5-d9461f12115c,2001-02,Masculino,60-64 years
e7da27ae-820c-4ebb-ad68-cdccbf9c3cac,2001-02,Feminino,65-69 years
493b1f89-65e3-41b9-a29d-70097a1b7a16,2001-02,Masculino,65-69 years
f55a1a44-6494-4c97-ad66-ba32608829b1,2001-02,Feminino,70-74 years
f5aab5d4-2213-416d-9c9a-e6bf239667a9,2001-02,Masculino,70-74 years
fccbc338-1b0f-4a67-b934-bdd8bf450ab1,2001-02,Feminino,75-79 years
b3dc7ffe-522e-4f55-a349-00d4738dab60,2001-02,Masculino,75-79 years
55a3accd-e64b-4dee-a20f-56c2dadb9e26,2001-02,Feminino,80-84 years
066499d3-f3b8-44c7-8e33-2cd94f92435c,2001-02,Masculino,80-84 years
b09ce3a6-b3f6-49ee-9bcc-8a92e6a792eb,2001-02,Feminino,85-89 years
f44000bd-834e-4538-bc81-fbe7cb75448f,2001-02,Masculino,85-89 years
ebdccab2-335d-47d1-b527-3f9de2f3e7dd,2001-02,Feminino,90+ years
3e82f763-85a4-4477-9a38-1188aec47cad,2001-02,Masculino,90+ years
aeeec89c-1aba-4b61-85cb-36ed602bd3bc,2001-02,Não informado,0-4 years
94b4d548-e526-400b-a13f-69e246e303da,2001-02,Não informado,10-14 years
c81b42ef-49eb-4426-bfbe-51ba45f12b25,2001-02,Não informado,15-19 years
319d288e-86a3-4cdd-91e3-7b04f53f27fa,2001-02,Não informado,20-24 years
fa60e202-7651-4a9a-b37e-f9599ee6a45c,2001-02,Não informado,25-29 years
96714766-9062-4e3d-9b00-f6ed4e837e7b,2001-02,Não informado,30-34 years
56ca7088-c11f-4c8c-9d8f-99eea469e9e8,2001-02,Não informado,35-39 years
5809c3fb-9b7f-4d1a-9e16-3af8d31f8c38,2001-02,Não informado,40-44 years
05b5fc53-22f0-4e21-aa6b-045fec5e0afe,2001-02,Não informado,45-49 years
75b07271-20a4-4986-afe1-d67fb0c03ac2,2001-02,Não informado,5-9 years
f3407e51-bc34-40fa-a096-96cc1dd1c2c2,2001-02,Não informado,50-54 years
647440fc-1126-4cb9-a2d7-84fdf750fd91,2001-02,Não informado,55-59 years
1d9822a1-b2ee-4f33-9e17-59a3b3dee56c,2001-02,Não informado,60-64 years
b53093a9-9962-4e24-87d0-202faf784c29,2001-02,Não informado,65-69 years
5aa32953-1f66-4ac1-b3bb-9b6132e4780b,2001-02,Não informado,70-74 years
328633ff-c91f-4ac8-9885-f06d0753f1d7,2001-02,Não informado,75-79 years
67fada8f-46ef-4983-bc52-5b157de4aacc,2001-02,Não informado,80-84 years
b9b2364c-a8fc-49db-83cc-3f971bb24609,2001-02,Não informado,85-89 years
22807f2d-7fed-4676-9a6f-cc288a93861f,2001-02,Não informado,0-4 years
c2220920-69e8-4c8b-94ba-d98ee0207789,2001-02,Não informado,10-14 years
698aa2cd-7b6d-4d08-9f6e-b8410846b802,2001-02,Não informado,15-19 years
5a2c0c28-23a1-4175-bec2-c4007087460a,2001-02,Não informado,20-24 years
5967e872-f196-4bbd-8f88-50e3a684f6a4,2001-02,Não informado,25-29 years
6e8c9d7f-c274-498f-99dc-5c2137f229b0,2001-02,Não informado,30-34 years
2882c02d-c0c2-409f-9589-b8ce2f344f3f,2001-02,Não informado,35-39 years
b1161066-2777-4469-9442-22e8e1c5d849,2001-02,Não informado,40-44 years
9ecd210e-3f02-43e3-a6f6-d1b261077964,2001-02,Não informado,45-49 years
09ba6992-2ed5-422c-8f94-7c820daf128e,2001-02,Não informado,5-9 years
606dbec5-be87-4695-b039-50ae71e75470,2001-02,Não informado,50-54 years
5ffaa15d-6945-4ece-90aa-798d01b258e8,2001-02,Não informado,55-59 years
16a894bc-9475-43e5-a48c-5d29b26ee718,2001-02,Não informado,60-64 years
22f68fda-ca79-4a7d-ae46-ca7f57e06520,2001-02,Não informado,65-69 years
7e61a94c-2430-4cb5-b9c5-5b57d745d493,2001-02,Não informado,70-74 years
dcc0e1c4-d71a-4ab0-b10d-3a8086e767be,2001-02,Não informado,75-79 years
